Country / territory of asylum/residence,Origin,Year,Month,Value,Date
Australia,Bangladesh,2002,March,10,3/1/02
Australia,Bangladesh,2002,April,24,4/1/02
Australia,Bangladesh,2002,May,12,5/1/02
Australia,Bangladesh,2002,June,4,6/1/02
Australia,Bangladesh,2002,July,17,7/1/02
Australia,Bangladesh,2002,August,12,8/1/02
Australia,Bangladesh,2002,September,17,9/1/02
Australia,Bangladesh,2002,October,11,10/1/02
Australia,Bangladesh,2002,November,18,11/1/02
Australia,Bangladesh,2002,December,3,12/1/02
Australia,Bangladesh,2003,January,9,1/1/03
Australia,Bangladesh,2003,February,10,2/1/03
Australia,Bangladesh,2003,March,11,3/1/03
Australia,Bangladesh,2003,April,15,4/1/03
Australia,Bangladesh,2003,May,13,5/1/03
Australia,Bangladesh,2003,June,16,6/1/03
Australia,Bangladesh,2003,July,10,7/1/03
Australia,Bangladesh,2003,August,4,8/1/03
Australia,Bangladesh,2003,September,11,9/1/03
Australia,Bangladesh,2003,October,9,10/1/03
Australia,Bangladesh,2003,November,9,11/1/03
Australia,Bangladesh,2003,December,9,12/1/03
Australia,Bangladesh,2004,January,4,1/1/04
Australia,Bangladesh,2004,February,4,2/1/04
Australia,Bangladesh,2004,March,12,3/1/04
Australia,Bangladesh,2004,April,10,4/1/04
Australia,Bangladesh,2004,May,18,5/1/04
Australia,Bangladesh,2004,June,8,6/1/04
Australia,Bangladesh,2004,July,14,7/1/04
Australia,Bangladesh,2004,August,12,8/1/04
Australia,Bangladesh,2004,September,13,9/1/04
Australia,Bangladesh,2004,October,14,10/1/04
Australia,Bangladesh,2004,November,11,11/1/04
Australia,Bangladesh,2004,December,10,12/1/04
Australia,Bangladesh,2005,February,3,2/1/05
Australia,Bangladesh,2005,March,7,3/1/05
Australia,Bangladesh,2005,April,3,4/1/05
Australia,Bangladesh,2005,May,8,5/1/05
Australia,Bangladesh,2005,June,6,6/1/05
Australia,Bangladesh,2005,July,11,7/1/05
Australia,Bangladesh,2005,August,5,8/1/05
Australia,Bangladesh,2005,September,6,9/1/05
Australia,Bangladesh,2005,October,7,10/1/05
Australia,Bangladesh,2005,November,1,11/1/05
Australia,Bangladesh,2005,December,5,12/1/05
Australia,Bangladesh,2006,January,2,1/1/06
Australia,Bangladesh,2006,February,8,2/1/06
Australia,Bangladesh,2006,March,7,3/1/06
Australia,Bangladesh,2006,April,6,4/1/06
Australia,Bangladesh,2006,May,4,5/1/06
Australia,Bangladesh,2006,June,7,6/1/06
Australia,Bangladesh,2006,July,4,7/1/06
Australia,Bangladesh,2006,August,4,8/1/06
Australia,Bangladesh,2006,September,9,9/1/06
Australia,Bangladesh,2006,October,1,10/1/06
Australia,Bangladesh,2006,November,2,11/1/06
Australia,Bangladesh,2006,December,2,12/1/06
Australia,Bangladesh,2007,January,3,1/1/07
Australia,Bangladesh,2007,February,9,2/1/07
Australia,Bangladesh,2007,March,5,3/1/07
Australia,Bangladesh,2007,April,4,4/1/07
Australia,Bangladesh,2007,May,7,5/1/07
Australia,Bangladesh,2007,June,6,6/1/07
Australia,Bangladesh,2007,July,6,7/1/07
Australia,Bangladesh,2007,August,9,8/1/07
Australia,Bangladesh,2007,September,7,9/1/07
Australia,Bangladesh,2007,December,11,12/1/07
Australia,Bangladesh,2008,January,6,1/1/08
Australia,Bangladesh,2008,February,12,2/1/08
Australia,Bangladesh,2008,March,4,3/1/08
Australia,Bangladesh,2008,April,13,4/1/08
Australia,Bangladesh,2008,May,5,5/1/08
Australia,Bangladesh,2008,June,9,6/1/08
Australia,Bangladesh,2008,July,16,7/1/08
Australia,Bangladesh,2008,August,30,8/1/08
Australia,Bangladesh,2008,September,15,9/1/08
Australia,Bangladesh,2008,October,13,10/1/08
Australia,Bangladesh,2008,November,4,11/1/08
Australia,Bangladesh,2008,December,8,12/1/08
Australia,Bangladesh,2009,January,2,1/1/09
Australia,Bangladesh,2009,February,8,2/1/09
Australia,Bangladesh,2009,March,1,3/1/09
Australia,Bangladesh,2009,April,8,4/1/09
Australia,Bangladesh,2009,May,7,5/1/09
Australia,Bangladesh,2009,June,6,6/1/09
Australia,Bangladesh,2009,July,5,7/1/09
Australia,Bangladesh,2009,August,7,8/1/09
Australia,Bangladesh,2009,September,9,9/1/09
Australia,Bangladesh,2009,October,3,10/1/09
Australia,Bangladesh,2009,November,5,11/1/09
Australia,Bangladesh,2009,December,9,12/1/09
Australia,Bangladesh,2010,January,2,1/1/10
Australia,Bangladesh,2010,February,10,2/1/10
Australia,Bangladesh,2010,March,14,3/1/10
Australia,Bangladesh,2010,April,16,4/1/10
Australia,Bangladesh,2010,May,2,5/1/10
Australia,Bangladesh,2010,June,7,6/1/10
Australia,Bangladesh,2010,July,14,7/1/10
Australia,Bangladesh,2010,August,7,8/1/10
Australia,Bangladesh,2010,September,3,9/1/10
Australia,Bangladesh,2010,October,10,10/1/10
Australia,Bangladesh,2010,November,7,11/1/10
Australia,Bangladesh,2010,December,12,12/1/10
Australia,Bangladesh,2011,January,3,1/1/11
Australia,Bangladesh,2011,February,17,2/1/11
Australia,Bangladesh,2011,March,14,3/1/11
Australia,Bangladesh,2011,April,7,4/1/11
Australia,Bangladesh,2011,May,7,5/1/11
Australia,Bangladesh,2011,June,5,6/1/11
Australia,Bangladesh,2011,July,7,7/1/11
Australia,Bangladesh,2011,August,15,8/1/11
Australia,Bangladesh,2011,September,10,9/1/11
Australia,Ireland,2015,November,0,11/1/15
Australia,Ireland,2016,April,4,4/1/16
Australia,Iran (Islamic Rep. of),1999,January,22,1/1/99
Australia,Iran (Islamic Rep. of),1999,February,22,2/1/99
Australia,Iran (Islamic Rep. of),1999,March,18,3/1/99
Australia,Iran (Islamic Rep. of),1999,April,19,4/1/99
Australia,Iran (Islamic Rep. of),1999,May,15,5/1/99
Australia,Iran (Islamic Rep. of),1999,June,17,6/1/99
Australia,Iran (Islamic Rep. of),1999,July,12,7/1/99
Australia,Iran (Islamic Rep. of),1999,August,10,8/1/99
Australia,Iran (Islamic Rep. of),1999,September,17,9/1/99
Australia,Iran (Islamic Rep. of),1999,October,20,10/1/99
Australia,Iran (Islamic Rep. of),1999,November,18,11/1/99
Australia,Iran (Islamic Rep. of),1999,December,21,12/1/99
Australia,Iran (Islamic Rep. of),2000,January,22,1/1/00
Australia,Iran (Islamic Rep. of),2000,February,49,2/1/00
Australia,Iran (Islamic Rep. of),2000,March,25,3/1/00
Australia,Iran (Islamic Rep. of),2000,April,39,4/1/00
Australia,Iran (Islamic Rep. of),2000,May,44,5/1/00
Australia,Iran (Islamic Rep. of),2000,June,59,6/1/00
Australia,Iran (Islamic Rep. of),2000,July,31,7/1/00
Australia,Iran (Islamic Rep. of),2000,August,19,8/1/00
Australia,Iran (Islamic Rep. of),2000,September,45,9/1/00
Australia,Iran (Islamic Rep. of),2000,October,100,10/1/00
Australia,Iran (Islamic Rep. of),2000,November,107,11/1/00
Australia,Iran (Islamic Rep. of),2000,December,55,12/1/00
Australia,Iran (Islamic Rep. of),2001,January,81,1/1/01
Australia,Iran (Islamic Rep. of),2001,February,52,2/1/01
Australia,Iran (Islamic Rep. of),2001,March,51,3/1/01
Australia,Iran (Islamic Rep. of),2001,April,38,4/1/01
Australia,Iran (Islamic Rep. of),2001,May,31,5/1/01
Australia,Iran (Islamic Rep. of),2001,June,101,6/1/01
Australia,Iran (Islamic Rep. of),2001,July,17,7/1/01
Australia,Iran (Islamic Rep. of),2001,August,79,8/1/01
Australia,Iran (Islamic Rep. of),2001,September,52,9/1/01
Australia,Iran (Islamic Rep. of),2001,October,33,10/1/01
Australia,Iran (Islamic Rep. of),2001,November,19,11/1/01
Australia,Iran (Islamic Rep. of),2001,December,5,12/1/01
Australia,Iran (Islamic Rep. of),2002,January,6,1/1/02
Australia,Iran (Islamic Rep. of),2002,February,7,2/1/02
Australia,Iran (Islamic Rep. of),2002,March,9,3/1/02
Australia,Iran (Islamic Rep. of),2002,April,1,4/1/02
Australia,Iran (Islamic Rep. of),2002,May,2,5/1/02
Australia,Iran (Islamic Rep. of),2002,June,1,6/1/02
Australia,Iran (Islamic Rep. of),2002,July,1,7/1/02
Australia,Iran (Islamic Rep. of),2002,August,4,8/1/02
Australia,Iran (Islamic Rep. of),2002,September,2,9/1/02
Australia,Iran (Islamic Rep. of),2002,October,3,10/1/02
Australia,Iran (Islamic Rep. of),2002,November,10,11/1/02
Australia,Iran (Islamic Rep. of),2002,December,9,12/1/02
Australia,Iran (Islamic Rep. of),2003,January,6,1/1/03
Australia,Iran (Islamic Rep. of),2003,February,6,2/1/03
Australia,Iran (Islamic Rep. of),2003,March,10,3/1/03
Australia,Iran (Islamic Rep. of),2003,May,6,5/1/03
Australia,Iran (Islamic Rep. of),2003,June,6,6/1/03
Australia,Iran (Islamic Rep. of),2003,July,3,7/1/03
Australia,Iran (Islamic Rep. of),2003,August,8,8/1/03
Australia,Iran (Islamic Rep. of),2003,September,5,9/1/03
Australia,Iran (Islamic Rep. of),2003,October,6,10/1/03
Australia,Iran (Islamic Rep. of),2003,November,3,11/1/03
Australia,Iran (Islamic Rep. of),2003,December,11,12/1/03
Australia,Iran (Islamic Rep. of),2004,January,4,1/1/04
Australia,Iran (Islamic Rep. of),2004,February,4,2/1/04
Australia,Iran (Islamic Rep. of),2004,March,6,3/1/04
Australia,Iran (Islamic Rep. of),2004,April,2,4/1/04
Australia,Iran (Islamic Rep. of),2004,May,6,5/1/04
Australia,Iran (Islamic Rep. of),2004,June,8,6/1/04
Australia,Iran (Islamic Rep. of),2004,July,16,7/1/04
Australia,Iran (Islamic Rep. of),2004,August,1,8/1/04
Australia,Iran (Islamic Rep. of),2004,September,8,9/1/04
Australia,Iran (Islamic Rep. of),2004,October,5,10/1/04
Australia,Iran (Islamic Rep. of),2004,November,2,11/1/04
Australia,Iran (Islamic Rep. of),2004,December,4,12/1/04
Australia,Iran (Islamic Rep. of),2005,January,2,1/1/05
Australia,Iran (Islamic Rep. of),2005,February,6,2/1/05
Australia,Iran (Islamic Rep. of),2005,March,31,3/1/05
Australia,Iran (Islamic Rep. of),2005,April,12,4/1/05
Australia,Iran (Islamic Rep. of),2005,May,1,5/1/05
Australia,Iran (Islamic Rep. of),2005,June,13,6/1/05
Australia,Iran (Islamic Rep. of),2005,July,12,7/1/05
Australia,Iran (Islamic Rep. of),2005,August,4,8/1/05
Australia,Iran (Islamic Rep. of),2005,September,6,9/1/05
Australia,Iran (Islamic Rep. of),2005,October,1,10/1/05
Australia,Iran (Islamic Rep. of),2005,December,6,12/1/05
Australia,Iran (Islamic Rep. of),2006,January,5,1/1/06
Australia,Iran (Islamic Rep. of),2006,February,5,2/1/06
Australia,Iran (Islamic Rep. of),2006,March,10,3/1/06
Australia,Iran (Islamic Rep. of),2006,April,7,4/1/06
Australia,Iran (Islamic Rep. of),2006,May,6,5/1/06
Australia,Iran (Islamic Rep. of),2006,June,4,6/1/06
Australia,Iran (Islamic Rep. of),2006,July,5,7/1/06
Australia,Iran (Islamic Rep. of),2006,August,3,8/1/06
Australia,Iran (Islamic Rep. of),2006,September,8,9/1/06
Australia,Iran (Islamic Rep. of),2006,October,12,10/1/06
Australia,Iran (Islamic Rep. of),2006,November,7,11/1/06
Australia,Iran (Islamic Rep. of),2006,December,7,12/1/06
Australia,Iran (Islamic Rep. of),2007,January,5,1/1/07
Australia,Iran (Islamic Rep. of),2007,February,4,2/1/07
Australia,Iran (Islamic Rep. of),2007,March,3,3/1/07
Australia,Iran (Islamic Rep. of),2007,April,12,4/1/07
Australia,Iran (Islamic Rep. of),2007,May,6,5/1/07
Australia,Iran (Islamic Rep. of),2007,June,5,6/1/07
Australia,Iran (Islamic Rep. of),2007,July,7,7/1/07
Australia,Iran (Islamic Rep. of),2007,August,3,8/1/07
Australia,Iran (Islamic Rep. of),2007,September,16,9/1/07
Australia,Iran (Islamic Rep. of),2007,October,5,10/1/07
Australia,Iran (Islamic Rep. of),2007,November,13,11/1/07
Australia,Iran (Islamic Rep. of),2007,December,8,12/1/07
Australia,Iran (Islamic Rep. of),2008,January,6,1/1/08
Australia,Iran (Islamic Rep. of),2008,February,11,2/1/08
Australia,Iran (Islamic Rep. of),2008,March,13,3/1/08
Australia,Iran (Islamic Rep. of),2008,April,13,4/1/08
Australia,Iran (Islamic Rep. of),2008,May,11,5/1/08
Australia,Iran (Islamic Rep. of),2008,June,10,6/1/08
Australia,Iran (Islamic Rep. of),2008,July,12,7/1/08
Australia,Iran (Islamic Rep. of),2008,August,14,8/1/08
Australia,Iran (Islamic Rep. of),2008,September,15,9/1/08
Australia,Iran (Islamic Rep. of),2008,October,22,10/1/08
Australia,Iran (Islamic Rep. of),2008,November,16,11/1/08
Australia,Iran (Islamic Rep. of),2008,December,19,12/1/08
Australia,Iran (Islamic Rep. of),2009,January,18,1/1/09
Australia,Iran (Islamic Rep. of),2009,February,19,2/1/09
Australia,Iran (Islamic Rep. of),2009,March,27,3/1/09
Australia,Iran (Islamic Rep. of),2009,April,17,4/1/09
Australia,Iran (Islamic Rep. of),2009,May,14,5/1/09
Australia,Iran (Islamic Rep. of),2009,June,19,6/1/09
Australia,Iran (Islamic Rep. of),2009,July,24,7/1/09
Australia,Iran (Islamic Rep. of),2009,August,22,8/1/09
Australia,Iran (Islamic Rep. of),2009,September,22,9/1/09
Australia,Iran (Islamic Rep. of),2009,October,50,10/1/09
Australia,Iran (Islamic Rep. of),2009,November,77,11/1/09
Australia,Iran (Islamic Rep. of),2009,December,41,12/1/09
Australia,Iran (Islamic Rep. of),2010,January,34,1/1/10
Australia,Iran (Islamic Rep. of),2010,February,39,2/1/10
Australia,Iran (Islamic Rep. of),2010,March,37,3/1/10
Australia,Iran (Islamic Rep. of),2010,April,62,4/1/10
Australia,Iran (Islamic Rep. of),2010,May,49,5/1/10
Australia,Iran (Islamic Rep. of),2010,June,118,6/1/10
Australia,Iran (Islamic Rep. of),2010,July,114,7/1/10
Australia,Iran (Islamic Rep. of),2010,August,150,8/1/10
Australia,Iran (Islamic Rep. of),2010,September,129,9/1/10
Australia,Iran (Islamic Rep. of),2010,October,288,10/1/10
Australia,Iran (Islamic Rep. of),2010,November,184,11/1/10
Australia,Iran (Islamic Rep. of),2010,December,150,12/1/10
Australia,Iran (Islamic Rep. of),2011,January,272,1/1/11
Australia,Iran (Islamic Rep. of),2011,February,130,2/1/11
Australia,Iran (Islamic Rep. of),2011,March,137,3/1/11
Australia,Iran (Islamic Rep. of),2011,April,190,4/1/11
Australia,Iran (Islamic Rep. of),2011,May,161,5/1/11
Australia,Iran (Islamic Rep. of),2011,June,28,6/1/11
Australia,Iran (Islamic Rep. of),2011,July,44,7/1/11
Australia,Iran (Islamic Rep. of),2011,August,204,8/1/11
Australia,Iran (Islamic Rep. of),2011,September,260,9/1/11
Australia,Iran (Islamic Rep. of),2011,October,264,10/1/11
Australia,Iran (Islamic Rep. of),2011,November,354,11/1/11
Australia,Iran (Islamic Rep. of),2011,December,98,12/1/11
Australia,Iran (Islamic Rep. of),2012,January,158,1/1/12
Australia,Iran (Islamic Rep. of),2012,February,107,2/1/12
Australia,Iran (Islamic Rep. of),2012,March,46,3/1/12
Australia,Iran (Islamic Rep. of),2012,April,100,4/1/12
Australia,Iran (Islamic Rep. of),2012,May,136,5/1/12
Australia,Iran (Islamic Rep. of),2012,June,239,6/1/12
Australia,Iran (Islamic Rep. of),2012,July,105,7/1/12
Australia,Iran (Islamic Rep. of),2012,August,270,8/1/12
Australia,Iran (Islamic Rep. of),2012,September,187,9/1/12
Australia,Iran (Islamic Rep. of),2012,October,141,10/1/12
Australia,Iran (Islamic Rep. of),2012,November,64,11/1/12
Australia,Iran (Islamic Rep. of),2012,December,298,12/1/12
Australia,Iran (Islamic Rep. of),2013,January,129,1/1/13
Australia,Iran (Islamic Rep. of),2013,February,84,2/1/13
Australia,Iran (Islamic Rep. of),2013,March,73,3/1/13
Australia,Iran (Islamic Rep. of),2013,April,65,4/1/13
Australia,Iran (Islamic Rep. of),2013,May,50,5/1/13
Australia,Iran (Islamic Rep. of),2013,June,84,6/1/13
Australia,Iran (Islamic Rep. of),2013,July,141,7/1/13
Australia,Iran (Islamic Rep. of),2013,August,118,8/1/13
Australia,Iran (Islamic Rep. of),2013,September,103,9/1/13
Australia,Iran (Islamic Rep. of),2013,October,57,10/1/13
Australia,Iran (Islamic Rep. of),2013,November,35,11/1/13
Australia,Iran (Islamic Rep. of),2013,December,28,12/1/13
Australia,Iran (Islamic Rep. of),2014,January,17,1/1/14
Australia,Iran (Islamic Rep. of),2014,February,19,2/1/14
Australia,Iran (Islamic Rep. of),2014,March,18,3/1/14
Australia,Iran (Islamic Rep. of),2014,April,17,4/1/14
Australia,Iran (Islamic Rep. of),2014,May,26,5/1/14
Australia,Iran (Islamic Rep. of),2014,June,31,6/1/14
Australia,Iran (Islamic Rep. of),2014,July,39,7/1/14
Australia,Iran (Islamic Rep. of),2014,August,22,8/1/14
Australia,Iran (Islamic Rep. of),2014,September,16,9/1/14
Australia,Iran (Islamic Rep. of),2014,October,25,10/1/14
Australia,Iran (Islamic Rep. of),2014,November,15,11/1/14
Australia,Iran (Islamic Rep. of),2014,December,17,12/1/14
Australia,Iran (Islamic Rep. of),2015,January,13,1/1/15
Australia,Iran (Islamic Rep. of),2015,February,25,2/1/15
Australia,Iran (Islamic Rep. of),2015,March,29,3/1/15
Australia,Iran (Islamic Rep. of),2015,April,24,4/1/15
Australia,Iran (Islamic Rep. of),2015,May,13,5/1/15
Australia,Iran (Islamic Rep. of),2015,June,35,6/1/15
Australia,Iran (Islamic Rep. of),2015,July,47,7/1/15
Australia,Iran (Islamic Rep. of),2015,August,208,8/1/15
Australia,Iran (Islamic Rep. of),2015,September,147,9/1/15
Australia,Iran (Islamic Rep. of),2015,October,115,10/1/15
Australia,Iran (Islamic Rep. of),2015,November,68,11/1/15
Australia,Iran (Islamic Rep. of),2015,December,120,12/1/15
Australia,Iran (Islamic Rep. of),2016,January,120,1/1/16
Australia,Iran (Islamic Rep. of),2016,February,177,2/1/16
Australia,Iran (Islamic Rep. of),2016,March,194,3/1/16
Australia,Iran (Islamic Rep. of),2016,April,168,4/1/16
Australia,Iraq,1999,January,33,1/1/99
Australia,Iraq,1999,February,48,2/1/99
Australia,Iraq,1999,March,42,3/1/99
Australia,Iraq,1999,April,55,4/1/99
Australia,Iraq,1999,May,42,5/1/99
Australia,Iraq,1999,June,60,6/1/99
Australia,Iraq,1999,July,36,7/1/99
Australia,Iraq,1999,August,53,8/1/99
Australia,Iraq,1999,September,153,9/1/99
Australia,Iraq,1999,October,74,10/1/99
Australia,Iraq,1999,November,239,11/1/99
Australia,Iraq,1999,December,84,12/1/99
Australia,Iraq,2000,January,286,1/1/00
Australia,Iraq,2000,February,295,2/1/00
Australia,Iraq,2000,March,368,3/1/00
Australia,Iraq,2000,April,298,4/1/00
Australia,Iraq,2000,May,333,5/1/00
Australia,Iraq,2000,June,143,6/1/00
Australia,Iraq,2000,July,28,7/1/00
Australia,Iraq,2000,August,58,8/1/00
Australia,Iraq,2000,September,54,9/1/00
Australia,Iraq,2000,October,92,10/1/00
Australia,Iraq,2000,November,93,11/1/00
Australia,Iraq,2000,December,76,12/1/00
Australia,Iraq,2001,January,93,1/1/01
Australia,Iraq,2001,February,14,2/1/01
Australia,Iraq,2001,March,107,3/1/01
Australia,Iraq,2001,April,226,4/1/01
Australia,Iraq,2001,May,125,5/1/01
Australia,Iraq,2001,June,256,6/1/01
Australia,Iraq,2001,July,12,7/1/01
Australia,Iraq,2001,August,127,8/1/01
Australia,Iraq,2001,September,633,9/1/01
Australia,Iraq,2001,October,103,10/1/01
Australia,Iraq,2001,November,78,11/1/01
Australia,Iraq,2001,December,10,12/1/01
Australia,Iraq,2002,January,18,1/1/02
Australia,Iraq,2002,February,10,2/1/02
Australia,Iraq,2002,March,13,3/1/02
Australia,Iraq,2002,April,12,4/1/02
Australia,Iraq,2002,May,15,5/1/02
Australia,Iraq,2002,June,18,6/1/02
Australia,Iraq,2002,July,5,7/1/02
Australia,Iraq,2002,August,6,8/1/02
Australia,Iraq,2002,September,8,9/1/02
Australia,Iraq,2002,October,17,10/1/02
Australia,Iraq,2002,November,14,11/1/02
Australia,Iraq,2002,December,14,12/1/02
Australia,Iraq,2003,January,14,1/1/03
Australia,Afghanistan,2011,January,162,1/1/11
Australia,Afghanistan,2011,February,20,2/1/11
Australia,Afghanistan,2011,March,33,3/1/11
Australia,Afghanistan,2011,April,164,4/1/11
Australia,Afghanistan,2011,May,139,5/1/11
Australia,Afghanistan,2011,June,10,6/1/11
Australia,Afghanistan,2011,July,12,7/1/11
